year,reference_period,data_item,value,unit
2019,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.7,$ / DOZEN
2019,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.482,$ / LB
2019,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.797,$ / DOZEN
2020,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.226,$ / LB
2020,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.03,$ / DOZEN
2020,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.309,$ / LB
2020,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.77,$ / DOZEN
2020,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.43,$ / LB
2020,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.73,$ / DOZEN
2020,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.419,$ / LB
2020,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.891,$ / DOZEN
2020,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.494,$ / LB
2020,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.752,$ / DOZEN
2020,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.345,$ / LB
2020,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.756,$ / DOZEN
2020,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.366,$ / LB
2020,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.715,$ / DOZEN
2020,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.43,$ / LB
2020,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.72,$ / DOZEN
2020,MARKETING YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.929,$ / DOZEN
2020,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.345,$ / LB
2020,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.771,$ / DOZEN
2020,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.391,$ / LB
2020,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.966,$ / DOZEN
2020,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.315,$ / LB
2020,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.994,$ / DOZEN
2020,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.292,$ / LB
2020,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.829,$ / DOZEN
2020,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.364,$ / LB
2020,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.912,$ / DOZEN
2021,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.548,$ / LB
2021,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.853,$ / DOZEN
2021,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.587,$ / LB
2021,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.07,$ / DOZEN
2021,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.735,$ / LB
2021,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.36,$ / DOZEN
2021,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.423,$ / LB
2021,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.989,$ / DOZEN
2021,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.417,$ / LB
2021,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.931,$ / DOZEN
2021,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.593,$ / LB
2021,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.861,$ / DOZEN
2021,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.6,$ / LB
2021,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.803,$ / DOZEN
2021,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.431,$ / LB
2021,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.14,$ / DOZEN
2021,MARKETING YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.934,$ / DOZEN
2021,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.593,$ / LB
2021,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.824,$ / DOZEN
2021,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.592,$ / LB
2021,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.09,$ / DOZEN
2021,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.578,$ / LB
2021,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.895,$ / DOZEN
2021,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.595,$ / LB
2021,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.03,$ / DOZEN
2021,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.558,$ / LB
2021,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",0.987,$ / DOZEN
2022,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",1.037,$ / LB
2022,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.3,$ / DOZEN
2022,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.78,$ / LB
2022,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.94,$ / DOZEN
2022,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.726,$ / LB
2022,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",4.49,$ / DOZEN
2022,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.739,$ / LB
2022,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.43,$ / DOZEN
2022,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.78,$ / LB
2022,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.47,$ / DOZEN
2022,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.963,$ / LB
2022,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.64,$ / DOZEN
2022,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",1.045,$ / LB
2022,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.03,$ / DOZEN
2022,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.885,$ / LB
2022,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.59,$ / DOZEN
2022,MARKETING YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.12,$ / DOZEN
2022,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",1.069,$ / LB
2022,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.01,$ / DOZEN
2022,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.729,$ / LB
2022,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.34,$ / DOZEN
2022,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.711,$ / LB
2022,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.82,$ / DOZEN
2022,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.733,$ / LB
2022,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.65,$ / DOZEN
2022,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.85,$ / LB
2022,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.39,$ / DOZEN
2023,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.831,$ / LB
2023,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.57,$ / DOZEN
2023,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.607,$ / LB
2023,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.35,$ / DOZEN
2023,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.722,$ / LB
2023,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.87,$ / DOZEN
2023,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.693,$ / LB
2023,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.61,$ / DOZEN
2023,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.69,$ / LB
2023,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.0,$ / DOZEN
2023,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.67,$ / LB
2023,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.22,$ / DOZEN
2023,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.806,$ / LB
2023,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.27,$ / DOZEN
2023,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.755,$ / LB
2023,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.79,$ / DOZEN
2023,MARKETING YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.96,$ / DOZEN
2023,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.849,$ / LB
2023,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.08,$ / DOZEN
2023,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.65,$ / LB
2023,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.78,$ / DOZEN
2023,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.634,$ / LB
2023,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.19,$ / DOZEN
2023,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.649,$ / LB
2023,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.21,$ / DOZEN
2023,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.713,$ / LB
2023,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.75,$ / DOZEN
2024,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.768,$ / LB
2024,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.95,$ / DOZEN
2024,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.712,$ / LB
2024,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.21,$ / DOZEN
2024,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.76,$ / LB
2024,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",4.34,$ / DOZEN
2024,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.719,$ / LB
2024,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.38,$ / DOZEN
2024,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.735,$ / LB
2024,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.13,$ / DOZEN
2024,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.759,$ / LB
2024,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.4,$ / DOZEN
2024,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.76,$ / LB
2024,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.09,$ / DOZEN
2024,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.744,$ / LB
2024,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.26,$ / DOZEN
2024,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.765,$ / LB
2024,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.72,$ / DOZEN
2024,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.741,$ / LB
2024,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.14,$ / DOZEN
2024,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.741,$ / LB
2024,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.72,$ / DOZEN
2024,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.727,$ / LB
2024,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.06,$ / DOZEN
2024,YEAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.744,$ / LB
2024,YEAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.54,$ / DOZEN
2025,APR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.791,$ / LB
2025,APR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.59,$ / DOZEN
2025,AUG,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.667,$ / LB
2025,AUG,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.27,$ / DOZEN
2025,DEC,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.646,$ / LB
2025,DEC,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.66,$ / DOZEN
2025,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.726,$ / LB
2025,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",6.76,$ / DOZEN
2025,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.774,$ / LB
2025,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",5.98,$ / DOZEN
2025,JUL,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.759,$ / LB
2025,JUL,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.89,$ / DOZEN
2025,JUN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.801,$ / LB
2025,JUN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.84,$ / DOZEN
2025,MAR,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.763,$ / LB
2025,MAR,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",5.47,$ / DOZEN
2025,MAY,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.789,$ / LB
2025,MAY,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",3.33,$ / DOZEN
2025,NOV,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.588,$ / LB
2025,NOV,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.19,$ / DOZEN
2025,OCT,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.582,$ / LB
2025,OCT,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.64,$ / DOZEN
2025,SEP,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.639,$ / LB
2025,SEP,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",2.03,$ / DOZEN
2026,FEB,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.663,$ / LB
2026,FEB,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.22,$ / DOZEN
2026,JAN,"CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB",0.677,$ / LB
2026,JAN,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",1.09,$ / DOZEN
