report_date,section,egg_type,environment,avg_price,wtd_avg_price,volume,avg_price_prev,wtd_avg_price_prev,price_unit,volume_unit
2025-12-15,Report Detail Weighted,Liquid Whites,Caged,,65.0,192000,,,cents per pound,Pounds
2025-12-15,Report Detail Weighted,Liquid Whites,Caged,,65.0,192000,,,cents per pound,Pounds
2025-12-15,Report Detail Weighted,Liquid Whole,Caged,,,,,80.8,cents per pound,Pounds
2025-12-15,Report Detail Weighted,Liquid Whole,Caged,,,,,80.8,cents per pound,Pounds
2025-12-22,Report Detail Simple,Dried Whole,Caged,8.64,,,,,Dollars per Pound,
2025-12-22,Report Detail Simple,Dried Whole,Caged,8.64,,,,,Dollars per Pound,
2025-12-22,Report Detail Simple,Dried Yolk,Caged,8.97,,,,,Dollars per Pound,
2025-12-22,Report Detail Simple,Dried Yolk,Caged,8.97,,,,,Dollars per Pound,
2025-12-22,Report Detail Simple,Frozen Whites,Caged,92.5,,,,,cents per pound,
2025-12-22,Report Detail Simple,Frozen Whites,Caged,92.5,,,,,cents per pound,
2025-12-22,Report Detail Weighted,Liquid Whites,Caged,,,,,65.0,cents per pound,Pounds
2025-12-22,Report Detail Weighted,Liquid Whites,Caged,,,,,65.0,cents per pound,Pounds
2025-12-29,Report Detail Simple,Dried Whole,Caged,,,,8.64,,Dollars per Pound,
2025-12-29,Report Detail Simple,Dried Whole,Caged,,,,8.64,,Dollars per Pound,
2025-12-29,Report Detail Simple,Dried Yolk,Caged,,,,8.97,,Dollars per Pound,
2025-12-29,Report Detail Simple,Dried Yolk,Caged,,,,8.97,,Dollars per Pound,
2025-12-29,Report Detail Simple,Frozen Whites,Caged,,,,92.5,,cents per pound,
2025-12-29,Report Detail Simple,Frozen Whites,Caged,,,,92.5,,cents per pound,
2026-01-05,Report Detail Simple,Dried Whole,Caged,6.52,,,,,Dollars per Pound,
2026-01-05,Report Detail Simple,Dried Whole,Caged,6.52,,,,,Dollars per Pound,
2026-01-05,Report Detail Simple,Dried Yolk,Caged,6.75,,,,,Dollars per Pound,
2026-01-05,Report Detail Simple,Dried Yolk,Caged,6.75,,,,,Dollars per Pound,
2026-01-05,Report Detail Simple,Frozen Whites,Caged,74.33,,,,,cents per pound,
2026-01-05,Report Detail Simple,Frozen Whites,Caged,74.33,,,,,cents per pound,
2026-01-05,Report Detail Simple,Frozen Whole,Caged,67.0,,,,,cents per pound,
2026-01-05,Report Detail Simple,Frozen Whole,Caged,67.0,,,,,cents per pound,
2026-01-05,Report Detail Weighted,Liquid Whole,Caged,,18.6,240000,,,cents per pound,Pounds
2026-01-05,Report Detail Weighted,Liquid Whole,Caged,,18.6,240000,,,cents per pound,Pounds
2026-01-12,Report Detail Simple,Dried Whole,Caged,,,,6.52,,Dollars per Pound,
2026-01-12,Report Detail Simple,Dried Whole,Caged,,,,6.52,,Dollars per Pound,
2026-01-12,Report Detail Simple,Dried Yolk,Caged,,,,6.75,,Dollars per Pound,
2026-01-12,Report Detail Simple,Dried Yolk,Caged,,,,6.75,,Dollars per Pound,
2026-01-12,Report Detail Simple,Frozen Whites,Caged,,,,74.33,,cents per pound,
2026-01-12,Report Detail Simple,Frozen Whites,Caged,,,,74.33,,cents per pound,
2026-01-12,Report Detail Simple,Frozen Whole,Caged,,,,67.0,,cents per pound,
2026-01-12,Report Detail Simple,Frozen Whole,Caged,,,,67.0,,cents per pound,
2026-01-12,Report Detail Weighted,Liquid Whites,Cage-Free,,32.0,96000,,,cents per pound,Pounds
2026-01-12,Report Detail Weighted,Liquid Whites,Cage-Free,,32.0,96000,,,cents per pound,Pounds
2026-01-12,Report Detail Weighted,Liquid Whole,Caged,,18.0,48000,,18.6,cents per pound,Pounds
2026-01-12,Report Detail Weighted,Liquid Whole,Caged,,18.0,48000,,18.6,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whites,Caged,,31.91,528000,,,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whites,Caged,,31.91,528000,,,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,32.0,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,32.0,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whole,Caged,,21.0,384000,,18.0,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whole,Caged,,21.0,384000,,18.0,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whole,Cage-Free,,24.5,288000,,,cents per pound,Pounds
2026-01-19,Report Detail Weighted,Liquid Whole,Cage-Free,,24.5,288000,,,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whites,Caged,,37.35,816000,,31.91,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whites,Caged,,37.35,816000,,31.91,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whole,Caged,,24.0,144000,,21.0,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whole,Caged,,24.0,144000,,21.0,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whole,Cage-Free,,,,,24.5,cents per pound,Pounds
2026-01-26,Report Detail Weighted,Liquid Whole,Cage-Free,,,,,24.5,cents per pound,Pounds
2026-02-02,Report Detail Weighted,Liquid Whites,Caged,,42.21,816000,,37.35,cents per pound,Pounds
2026-02-02,Report Detail Weighted,Liquid Whites,Caged,,42.21,816000,,37.35,cents per pound,Pounds
2026-02-02,Report Detail Weighted,Liquid Whole,Caged,,30.0,672000,,24.0,cents per pound,Pounds
2026-02-02,Report Detail Weighted,Liquid Whole,Caged,,30.0,672000,,24.0,cents per pound,Pounds
2026-02-09,Report Detail Weighted,Liquid Whites,Caged,,,,,42.21,cents per pound,Pounds
2026-02-09,Report Detail Weighted,Liquid Whites,Caged,,,,,42.21,cents per pound,Pounds
2026-02-09,Report Detail Weighted,Liquid Whole,Caged,,25.38,384000,,30.0,cents per pound,Pounds
2026-02-09,Report Detail Weighted,Liquid Whole,Caged,,25.38,384000,,30.0,cents per pound,Pounds
2026-02-16,Report Detail Simple,Dried Whole,Caged,5.87,,,,,Dollars per Pound,
2026-02-16,Report Detail Simple,Dried Whole,Caged,5.87,,,,,Dollars per Pound,
2026-02-16,Report Detail Simple,Dried Yolk,Caged,5.92,,,,,Dollars per Pound,
2026-02-16,Report Detail Simple,Dried Yolk,Caged,5.92,,,,,Dollars per Pound,
2026-02-16,Report Detail Simple,Frozen Sugar Yolk,Caged,126.17,,,,,cents per pound,
2026-02-16,Report Detail Simple,Frozen Sugar Yolk,Caged,126.17,,,,,cents per pound,
2026-02-16,Report Detail Simple,Frozen Whole,Caged,62.5,,,,,cents per pound,
2026-02-16,Report Detail Simple,Frozen Whole,Caged,62.5,,,,,cents per pound,
2026-02-16,Report Detail Weighted,Liquid Whites,Caged,,39.4,480000,,,cents per pound,Pounds
2026-02-16,Report Detail Weighted,Liquid Whites,Caged,,39.4,480000,,,cents per pound,Pounds
2026-02-16,Report Detail Weighted,Liquid Whole,Caged,,17.5,336000,,25.38,cents per pound,Pounds
2026-02-16,Report Detail Weighted,Liquid Whole,Caged,,17.5,336000,,25.38,cents per pound,Pounds
2026-02-23,Report Detail Simple,Dried Whole,Caged,,,,5.87,,Dollars per Pound,
2026-02-23,Report Detail Simple,Dried Whole,Caged,,,,5.87,,Dollars per Pound,
2026-02-23,Report Detail Simple,Dried Yolk,Caged,,,,5.92,,Dollars per Pound,
2026-02-23,Report Detail Simple,Dried Yolk,Caged,,,,5.92,,Dollars per Pound,
2026-02-23,Report Detail Simple,Frozen Sugar Yolk,Caged,,,,126.17,,cents per pound,
2026-02-23,Report Detail Simple,Frozen Sugar Yolk,Caged,,,,126.17,,cents per pound,
2026-02-23,Report Detail Simple,Frozen Whole,Caged,,,,62.5,,cents per pound,
2026-02-23,Report Detail Simple,Frozen Whole,Caged,,,,62.5,,cents per pound,
2026-02-23,Report Detail Weighted,Liquid Whites,Caged,,35.35,816000,,39.4,cents per pound,Pounds
2026-02-23,Report Detail Weighted,Liquid Whites,Caged,,35.35,816000,,39.4,cents per pound,Pounds
2026-02-23,Report Detail Weighted,Liquid Whole,Caged,,13.58,1152000,,17.5,cents per pound,Pounds
2026-02-23,Report Detail Weighted,Liquid Whole,Caged,,13.58,1152000,,17.5,cents per pound,Pounds
2026-02-23,Report Detail Weighted,Liquid Yolk,Caged,,75.5,192000,,,cents per pound,Pounds
2026-02-23,Report Detail Weighted,Liquid Yolk,Caged,,75.5,192000,,,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whites,Caged,,35.0,384000,,35.35,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whites,Caged,,35.0,384000,,35.35,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whole,Cage-Free,,25.0,48000,,,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whole,Cage-Free,,25.0,48000,,,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whole,Caged,,11.04,1152000,,13.58,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Whole,Caged,,11.04,1152000,,13.58,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Yolk,Caged,,53.56,432000,,75.5,cents per pound,Pounds
2026-03-02,Report Detail Weighted,Liquid Yolk,Caged,,53.56,432000,,75.5,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whites,Caged,,28.45,1056000,,35.0,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whites,Caged,,28.45,1056000,,35.0,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whole,Cage-Free,,8.0,144000,,25.0,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whole,Cage-Free,,8.0,144000,,25.0,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whole,Caged,,11.25,576000,,11.04,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Whole,Caged,,11.25,576000,,11.04,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Yolk,Cage-Free,,42.0,48000,,,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Yolk,Cage-Free,,42.0,48000,,,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Yolk,Caged,,51.1,240000,,53.56,cents per pound,Pounds
2026-03-09,Report Detail Weighted,Liquid Yolk,Caged,,51.1,240000,,53.56,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whites,Cage-Free,,30.0,48000,,,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whites,Cage-Free,,30.0,48000,,,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whites,Caged,,25.55,1488000,,28.45,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whites,Caged,,25.55,1488000,,28.45,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whole,Cage-Free,,,,,8.0,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whole,Cage-Free,,,,,8.0,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whole,Caged,,,,,11.25,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Whole,Caged,,,,,11.25,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Yolk,Cage-Free,,,,,42.0,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Yolk,Cage-Free,,,,,42.0,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Yolk,Caged,,47.0,432000,,51.1,cents per pound,Pounds
2026-03-16,Report Detail Weighted,Liquid Yolk,Caged,,47.0,432000,,51.1,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,30.0,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,30.0,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Whites,Caged,,16.53,720000,,25.55,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Whites,Caged,,16.53,720000,,25.55,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Yolk,Caged,,38.4,240000,,47.0,cents per pound,Pounds
2026-03-23,Report Detail Weighted,Liquid Yolk,Caged,,38.4,240000,,47.0,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whites,Cage-Free,,15.8,240000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whites,Cage-Free,,15.8,240000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whites,Caged,,13.11,432000,,16.53,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whites,Caged,,13.11,432000,,16.53,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whole,Caged,,15.0,240000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Whole,Caged,,15.0,240000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Yolk,Cage-Free,,20.0,48000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Yolk,Cage-Free,,20.0,48000,,,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Yolk,Caged,,38.38,384000,,38.4,cents per pound,Pounds
2026-03-30,Report Detail Weighted,Liquid Yolk,Caged,,38.38,384000,,38.4,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,15.8,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whites,Cage-Free,,,,,15.8,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whites,Caged,,12.44,432000,,13.11,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whites,Caged,,12.44,432000,,13.11,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whole,Caged,,17.0,144000,,15.0,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Whole,Caged,,17.0,144000,,15.0,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Yolk,Cage-Free,,,,,20.0,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Yolk,Cage-Free,,,,,20.0,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Yolk,Caged,,37.36,528000,,38.38,cents per pound,Pounds
2026-04-06,Report Detail Weighted,Liquid Yolk,Caged,,37.36,528000,,38.38,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Whites,Caged,,10.7,1104000,,12.44,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Whites,Caged,,10.7,1104000,,12.44,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Whole,Caged,,14.0,240000,,17.0,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Whole,Caged,,14.0,240000,,17.0,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Yolk,Caged,,40.25,768000,,37.36,cents per pound,Pounds
2026-04-13,Report Detail Weighted,Liquid Yolk,Caged,,40.25,768000,,37.36,cents per pound,Pounds
